direction	spBLEU	chrF++	len_ratio
mai_Deva-kik_Latn	8.45	28.17	0.898
mai_Deva-snd_Arab	25.94	42.11	1.006
sag_Latn-fin_Latn	10.08	29.24	0.925
fao_Latn-isl_Latn	25.61	43.39	0.980
bam_Latn-azb_Arab	2.69	18.20	1.147
dyu_Latn-luo_Latn	5.45	24.02	0.971
ayr_Latn-aeb_Arab	5.57	17.64	1.221
xho_Latn-awa_Deva	15.01	31.12	0.933
pag_Latn-quy_Latn	4.26	23.84	0.876
eus_Latn-crh_Latn	19.85	39.90	1.007
mlt_Latn-uzn_Latn	27.99	48.15	1.000
bjn_Arab-npi_Deva	10.05	26.47	1.116
tam_Taml-xho_Latn	15.96	40.39	1.044
epo_Latn-yue_Hant	14.36	15.62	0.861
lin_Latn-sin_Sinh	19.27	28.85	0.763
ben_Beng-slk_Latn	26.97	45.83	0.939
isl_Latn-kab_Latn	11.52	30.15	1.033
tat_Cyrl-glg_Latn	26.86	48.74	0.947
vie_Latn-cjk_Latn	3.41	23.51	0.980
min_Latn-sat_Beng	13.49	21.93	0.827
mal_Mlym-khm_Khmr	20.37	32.93	0.859
grn_Latn-fao_Latn	15.66	35.07	0.992
tir_Ethi-plt_Latn	14.91	40.83	1.037
kan_Knda-min_Latn	18.27	42.62	0.965
fon_Latn-kas_Deva	1.91	11.16	0.820
awa_Deva-srp_Cyrl	29.43	48.36	0.961
run_Latn-lim_Latn	12.54	32.75	0.931
tsn_Latn-sot_Latn	14.59	38.66	0.931
yue_Hant-sot_Latn	14.86	39.42	0.920
lao_Laoo-hye_Armn	27.81	43.16	0.933
fin_Latn-ind_Latn	31.15	55.70	0.988
jav_Latn-sna_Latn	16.01	39.48	0.939
kan_Knda-fao_Latn	19.94	39.60	0.989
urd_Arab-ars_Arab	19.36	33.69	0.921
zul_Latn-slk_Latn	25.72	43.75	0.949
kas_Arab-tur_Latn	24.94	44.56	0.974
asm_Beng-srd_Latn	20.39	42.21	0.991
nob_Latn-azb_Arab	3.75	20.72	1.068
pol_Latn-pag_Latn	14.88	40.75	1.100
grn_Latn-min_Latn	13.11	35.69	0.977
sin_Sinh-ben_Beng	25.86	40.00	0.991
cat_Latn-oci_Latn	35.54	54.58	0.960
xho_Latn-bos_Latn	24.96	44.58	0.934
wol_Latn-tgk_Cyrl	14.96	32.06	0.935
arb_Arab-xho_Latn	17.63	42.79	1.056
mal_Mlym-kac_Latn	12.63	36.94	1.017
mlt_Latn-dik_Latn	4.60	22.30	1.429
awa_Deva-pag_Latn	15.74	41.58	1.090
bam_Latn-grn_Latn	7.76	26.19	1.076
tso_Latn-knc_Arab	5.24	7.58	0.777
hye_Armn-prs_Arab	23.86	44.54	1.011
tha_Thai-azj_Latn	19.03	37.65	0.929
pes_Arab-som_Latn	13.90	38.43	0.994
som_Latn-gle_Latn	22.58	42.03	0.967
bug_Latn-bho_Deva	12.42	28.98	0.920
kas_Arab-mai_Deva	14.76	34.67	0.975
knc_Latn-azj_Latn	9.06	26.77	0.986
kin_Latn-ssw_Latn	15.49	39.49	1.018
hat_Latn-ydd_Hebr	14.73	33.30	0.985
bem_Latn-sna_Latn	14.48	37.85	0.955
amh_Ethi-kmb_Latn	3.14	23.01	0.880
kir_Cyrl-sun_Latn	11.20	34.23	0.964
tuk_Latn-tpi_Latn	13.04	37.90	0.783
oci_Latn-fuv_Latn	3.41	21.43	1.242
bam_Latn-zho_Hant	5.22	6.94	0.621
pol_Latn-srp_Cyrl	27.48	46.38	0.962
khm_Khmr-epo_Latn	22.84	45.28	1.047
acq_Arab-twi_Latn	11.19	34.87	1.040
plt_Latn-bos_Latn	24.62	44.63	0.946
pbt_Arab-bel_Cyrl	19.45	35.02	0.896
zho_Hans-arz_Arab	18.12	34.87	1.061
uzn_Latn-est_Latn	24.16	45.94	0.973
uig_Arab-zho_Hans	19.88	17.45	0.852
bho_Deva-kea_Latn	13.26	33.71	0.893
tir_Ethi-asm_Beng	15.09	28.41	0.943
kaz_Cyrl-epo_Latn	22.12	43.50	1.021
yor_Latn-xho_Latn	13.75	35.80	1.002
slk_Latn-fuv_Latn	4.22	22.12	1.107
mos_Latn-bug_Latn	4.19	23.16	1.013
zho_Hant-fon_Latn	3.53	16.96	1.253
ibo_Latn-lvs_Latn	17.81	37.97	0.978
ace_Latn-afr_Latn	21.89	43.55	0.950
nob_Latn-zho_Hant	8.90	10.61	0.579
plt_Latn-awa_Deva	13.77	30.44	0.958
pap_Latn-swh_Latn	30.58	53.34	0.983
lug_Latn-dyu_Latn	2.20	16.60	0.877
crh_Latn-mar_Deva	22.04	40.34	0.977
run_Latn-jpn_Jpan	10.41	17.96	0.983
lua_Latn-urd_Arab	12.21	27.42	0.889
nob_Latn-grn_Latn	11.45	31.59	1.025
azj_Latn-umb_Latn	2.75	24.51	0.835
heb_Hebr-yor_Latn	9.22	24.52	1.121
ron_Latn-ltg_Latn	27.18	46.01	1.018
sag_Latn-bug_Latn	4.65	24.37	1.013
ary_Arab-eng_Latn	31.27	54.13	1.037
ltg_Latn-kea_Latn	11.74	31.17	0.844
deu_Latn-tur_Latn	32.83	51.60	0.992
lin_Latn-urd_Arab	16.41	33.41	0.900
plt_Latn-bho_Deva	14.96	33.23	0.906
kea_Latn-fij_Latn	19.73	43.73	0.970
knc_Arab-lug_Latn	1.10	16.45	1.255
sin_Sinh-nso_Latn	17.11	42.57	1.026
lmo_Latn-kea_Latn	18.58	40.57	0.942
fao_Latn-ilo_Latn	17.65	44.02	1.040
afr_Latn-plt_Latn	21.96	48.99	1.064
bam_Latn-vie_Latn	18.21	34.91	0.966
azb_Arab-bod_Tibt	4.55	24.44	0.983
fur_Latn-scn_Latn	21.35	44.28	1.021
run_Latn-khk_Cyrl	16.04	32.93	0.942
aka_Latn-gla_Latn	14.91	36.43	1.021
fur_Latn-mni_Beng	21.07	33.38	1.023
bug_Latn-bos_Latn	17.16	36.58	0.945
hrv_Latn-acq_Arab	15.71	29.86	0.875
bak_Cyrl-ajp_Arab	20.47	36.56	0.949
knc_Latn-sot_Latn	9.52	31.34	0.989
bul_Cyrl-kmb_Latn	3.60	24.80	0.945
kmr_Latn-est_Latn	19.60	40.87	1.002
scn_Latn-plt_Latn	19.44	45.66	1.051
vie_Latn-lin_Latn	18.11	45.30	1.045
epo_Latn-lvs_Latn	29.67	50.01	0.947
snd_Arab-mar_Deva	24.32	43.01	0.970
nob_Latn-vie_Latn	33.73	52.04	0.989
taq_Latn-lua_Latn	4.64	26.79	1.122
lvs_Latn-tat_Cyrl	26.54	44.38	0.996
ajp_Arab-spa_Latn	26.02	48.56	0.926
mag_Deva-ace_Latn	8.59	33.38	0.889
bug_Latn-awa_Deva	11.70	25.78	0.994
acm_Arab-lit_Latn	25.84	47.23	1.012
tha_Thai-sot_Latn	14.70	39.92	0.959
tuk_Latn-mya_Mymr	12.61	26.44	0.831
hne_Deva-mar_Deva	26.95	45.15	0.968
wol_Latn-min_Latn	12.06	34.30	1.016
kea_Latn-mkd_Cyrl	33.48	53.29	0.976
ckb_Arab-kas_Deva	3.61	15.15	0.870
grn_Latn-tgk_Cyrl	19.85	37.05	0.930
kea_Latn-mos_Latn	4.75	20.83	0.998
fra_Latn-arz_Arab	25.28	40.82	1.011
ssw_Latn-xho_Latn	14.15	35.64	0.953
gla_Latn-bod_Tibt	5.93	26.22	0.988
afr_Latn-asm_Beng	21.20	34.89	0.991
kan_Knda-tgk_Cyrl	26.54	43.42	0.949
ind_Latn-eng_Latn	49.56	67.86	1.006
ydd_Hebr-kan_Knda	29.07	45.02	0.979
swe_Latn-bjn_Arab	4.53	14.39	0.938
ibo_Latn-yue_Hant	9.42	12.63	0.808
wol_Latn-fao_Latn	11.89	30.37	0.985
yue_Hant-azj_Latn	18.84	37.44	0.927
tsn_Latn-azj_Latn	16.29	34.48	0.927
scn_Latn-asm_Beng	18.11	31.42	0.992
kam_Latn-aka_Latn	5.65	24.05	0.820
ace_Latn-ckb_Arab	14.97	34.19	0.988
pan_Guru-smo_Latn	22.30	46.09	0.962
deu_Latn-mai_Deva	17.54	37.17	1.003
tso_Latn-nya_Latn	12.90	38.64	0.981
lua_Latn-sin_Sinh	14.05	22.90	0.727
xho_Latn-bho_Deva	15.59	34.01	0.896
mos_Latn-fin_Latn	9.28	28.15	0.970
knc_Arab-kam_Latn	1.06	15.79	1.243
pan_Guru-mlt_Latn	36.32	51.99	0.977
mar_Deva-ltg_Latn	22.00	40.60	0.997
hrv_Latn-knc_Latn	5.57	24.01	0.993
dyu_Latn-kik_Latn	5.04	22.81	0.907
dyu_Latn-snd_Arab	6.62	18.42	1.030
mai_Deva-luo_Latn	12.48	35.89	0.960
min_Latn-ban_Latn	16.06	41.47	1.039
kbp_Latn-hun_Latn	11.24	27.97	0.947
tgl_Latn-taq_Tfng	5.01	16.07	0.919
lus_Latn-crh_Latn	11.54	30.43	0.962
som_Latn-fin_Latn	18.86	39.77	0.950
fin_Latn-zho_Hans	20.97	19.24	0.824
lin_Latn-prs_Arab	16.86	35.78	0.969
mni_Beng-hye_Armn	23.26	38.01	0.939
deu_Latn-kas_Deva	3.42	14.93	0.817
kon_Latn-pol_Latn	14.50	30.98	0.877
als_Latn-kaz_Cyrl	27.82	46.46	0.991
twi_Latn-zul_Latn	15.97	37.28	0.966
kam_Latn-azb_Arab	1.92	13.62	0.862
tel_Telu-ary_Arab	16.22	32.75	0.938
knc_Arab-nob_Latn	2.20	15.94	1.032
gle_Latn-mri_Latn	18.06	41.65	0.974
kas_Deva-ibo_Latn	12.55	32.01	0.952
jpn_Jpan-run_Latn	13.84	35.60	0.992
awa_Deva-arz_Arab	23.00	38.67	0.989
heb_Hebr-war_Latn	24.30	49.47	0.991
mar_Deva-sot_Latn	15.23	40.96	0.946
ckb_Arab-mai_Deva	12.86	32.61	0.981
zho_Hans-pag_Latn	12.94	39.15	1.129
kmb_Latn-umb_Latn	2.64	22.03	0.755
tso_Latn-oci_Latn	21.69	40.30	0.883
swe_Latn-isl_Latn	30.64	47.55	0.988
ary_Arab-hin_Deva	22.33	40.79	0.913
sin_Sinh-lij_Latn	20.62	38.73	1.012
san_Deva-cat_Latn	21.93	42.14	0.991
srd_Latn-aeb_Arab	19.57	35.61	0.945
dan_Latn-som_Latn	14.94	39.28	0.995
zho_Hant-khm_Khmr	13.72	28.25	0.987
kas_Deva-bjn_Latn	10.97	35.98	0.993
urd_Arab-mar_Deva	22.52	40.81	0.959
bho_Deva-taq_Latn	3.61	21.01	0.963
cat_Latn-knc_Arab	5.94	8.20	1.022
smo_Latn-srd_Latn	20.25	41.12	0.982
tir_Ethi-pbt_Arab	13.81	29.48	0.995
bjn_Latn-xho_Latn	19.25	42.27	1.024
kat_Geor-dyu_Latn	1.70	17.98	1.189
oci_Latn-hun_Latn	31.95	51.45	1.021
kam_Latn-zho_Hant	4.53	6.08	0.592
ron_Latn-azj_Latn	22.93	41.79	0.952
sag_Latn-gle_Latn	12.73	30.96	0.982
ckb_Arab-tur_Latn	25.50	45.52	0.962
pol_Latn-arz_Arab	21.88	37.43	0.981
hye_Armn-sin_Sinh	27.18	36.22	0.862
kam_Latn-grn_Latn	6.31	22.37	0.953
uig_Arab-ind_Latn	24.25	49.41	0.961
zho_Hans-srp_Cyrl	24.69	44.28	0.979
est_Latn-tat_Cyrl	26.39	44.06	0.986
tir_Ethi-hrv_Latn	18.46	39.21	0.965
dik_Latn-lit_Latn	8.64	24.72	0.931
spa_Latn-twi_Latn	11.62	34.61	1.013
zho_Hant-kac_Latn	7.67	31.64	1.157
ydd_Hebr-fur_Latn	26.33	45.79	0.958
sin_Sinh-rus_Cyrl	28.56	45.62	0.981
bjn_Arab-ace_Arab	5.21	15.87	0.984
grn_Latn-hne_Deva	14.67	31.66	0.904
knc_Latn-ltg_Latn	8.19	25.84	1.053
sin_Sinh-vec_Latn	17.16	40.01	0.980
ind_Latn-hin_Deva	29.86	47.97	0.940
dzo_Tibt-snd_Arab	12.58	27.70	0.960
dzo_Tibt-kik_Latn	4.70	23.09	0.875
apc_Arab-crh_Latn	19.63	40.58	1.003
mai_Deva-san_Deva	8.07	26.52	1.002
epo_Latn-ory_Orya	22.99	38.43	0.939
hin_Deva-shn_Mymr	11.79	30.55	0.849
slk_Latn-hun_Latn	30.22	49.05	0.981
kan_Knda-hne_Deva	22.54	42.08	0.938
por_Latn-xho_Latn	19.52	44.11	1.055
pbt_Arab-khk_Cyrl	20.58	38.44	0.989
mal_Mlym-fon_Latn	4.70	19.42	1.072
san_Deva-dzo_Tibt	8.83	29.92	1.031
crh_Latn-ars_Arab	18.07	30.89	0.953
umb_Latn-dyu_Latn	1.34	14.59	0.879
tha_Thai-ltg_Latn	19.40	37.82	0.991
nno_Latn-ary_Arab	16.85	33.28	0.967
khm_Khmr-fon_Latn	4.52	18.40	1.183
urd_Arab-ltg_Latn	21.72	40.10	0.985
asm_Beng-sat_Beng	15.35	23.61	0.872
pap_Latn-kas_Arab	14.46	29.32	0.971
tgk_Cyrl-ces_Latn	27.98	45.50	0.964
kan_Knda-fin_Latn	23.83	44.73	1.019
pbt_Arab-jav_Latn	18.06	43.97	0.950
ban_Latn-bjn_Arab	2.03	6.76	0.745
bos_Latn-deu_Latn	36.84	55.76	0.956
dan_Latn-acq_Arab	16.13	28.63	0.956
bos_Latn-ukr_Cyrl	33.99	51.39	0.977
acm_Arab-gaz_Latn	10.29	35.20	1.016
srp_Cyrl-bak_Cyrl	29.02	47.38	1.015
min_Latn-srd_Latn	23.74	45.30	1.016
ceb_Latn-kor_Hang	15.90	27.35	1.083
zsm_Latn-kor_Hang	22.92	31.04	0.968
ukr_Cyrl-mai_Deva	15.90	35.39	0.993
grn_Latn-fin_Latn	17.38	38.05	0.964
acm_Arab-apc_Arab	27.54	43.03	0.984
tel_Telu-eng_Latn	35.47	61.90	1.274
lug_Latn-ron_Latn	19.66	38.00	0.906
bel_Cyrl-mal_Mlym	22.20	37.40	1.001
lit_Latn-ayr_Latn	6.65	29.38	1.031
ace_Arab-yue_Hant	5.88	7.58	0.941
sag_Latn-min_Latn	9.68	30.46	0.987
twi_Latn-ewe_Latn	12.42	33.43	1.011
tur_Latn-mri_Latn	17.83	41.36	0.957
kin_Latn-sun_Latn	14.07	36.34	1.000
zho_Hant-epo_Latn	20.75	43.49	1.079
nso_Latn-mal_Mlym	22.60	37.82	0.942
kir_Cyrl-ssw_Latn	12.05	35.43	1.010
cym_Latn-tzm_Tfng	17.95	29.22	1.011
san_Deva-als_Latn	19.02	40.03	0.956
mos_Latn-tgk_Cyrl	11.03	27.46	0.973
nus_Latn-vec_Latn	8.48	28.01	1.027
hat_Latn-gla_Latn	22.48	44.47	0.981
bjn_Arab-nno_Latn	9.97	30.59	1.012
lij_Latn-pes_Arab	28.40	45.09	0.980
ell_Grek-bjn_Arab	4.30	15.75	0.968
sag_Latn-fao_Latn	9.44	27.16	0.954
kaz_Cyrl-fon_Latn	4.44	17.47	1.155
als_Latn-tpi_Latn	14.88	39.76	0.809
nus_Latn-rus_Cyrl	12.78	29.59	0.999
npi_Deva-bho_Deva	19.14	38.21	0.910
hne_Deva-sot_Latn	17.08	42.80	0.947
umb_Latn-bod_Tibt	3.14	19.64	0.826
tha_Thai-mar_Deva	18.18	36.17	0.947
afr_Latn-fra_Latn	47.23	63.26	1.005
ron_Latn-ars_Arab	24.52	39.15	0.896
knc_Arab-kab_Latn	1.62	14.08	1.029
pbt_Arab-nld_Latn	23.46	45.47	0.999
heb_Hebr-ceb_Latn	26.06	51.21	0.999
pan_Guru-ory_Orya	25.89	42.20	0.980
afr_Latn-slv_Latn	33.88	52.89	0.984
lug_Latn-kmr_Latn	10.44	28.37	0.887
snd_Arab-sot_Latn	16.40	41.77	0.941
shn_Mymr-tzm_Tfng	11.86	24.37	1.055
nob_Latn-ell_Grek	29.51	44.60	0.937
mlt_Latn-taq_Tfng	4.92	15.94	0.906
knc_Latn-mar_Deva	10.51	25.72	0.978
ceb_Latn-ukr_Cyrl	28.76	46.13	0.978
scn_Latn-slv_Latn	27.97	47.87	0.971
sot_Latn-mal_Mlym	24.11	38.94	0.990
bam_Latn-ell_Grek	16.01	30.46	0.935
prs_Arab-kin_Latn	20.32	43.91	0.967
wol_Latn-bug_Latn	5.42	26.11	1.052
bos_Latn-kor_Hang	23.07	30.85	0.985
dan_Latn-knc_Latn	6.01	25.15	1.026
nus_Latn-lij_Latn	11.19	27.23	1.059
kbp_Latn-umb_Latn	2.61	22.24	0.793
pes_Arab-spa_Latn	26.41	48.49	0.946
zsm_Latn-ukr_Cyrl	30.43	47.99	0.958
kmr_Latn-szl_Latn	16.63	33.75	0.991
dik_Latn-bam_Latn	4.25	20.77	0.971
sun_Latn-heb_Hebr	30.16	45.24	0.958
bug_Latn-shn_Mymr	8.23	26.59	0.856
kac_Latn-kin_Latn	11.09	33.32	1.036
glg_Latn-prs_Arab	24.41	45.47	1.038
bjn_Arab-tuk_Latn	8.32	26.23	1.051
zsm_Latn-deu_Latn	34.39	53.68	0.952
ars_Arab-sna_Latn	15.46	40.51	0.987
scn_Latn-fra_Latn	39.53	57.21	0.967
swh_Latn-xho_Latn	18.18	42.04	1.022
tat_Cyrl-hau_Latn	16.03	39.69	0.953
ukr_Cyrl-tur_Latn	30.40	49.75	0.986
ces_Latn-aeb_Arab	16.49	32.63	0.887
crh_Latn-azj_Latn	21.91	41.08	0.931
kat_Geor-bod_Tibt	6.01	27.18	1.020
som_Latn-hne_Deva	16.12	34.61	0.899
nno_Latn-eng_Latn	35.16	63.27	1.364
ceb_Latn-deu_Latn	32.75	52.01	0.980
jpn_Jpan-ltz_Latn	19.30	39.77	0.954
lus_Latn-hye_Armn	18.39	31.93	0.900
ory_Orya-kas_Arab	14.32	29.15	0.936
bam_Latn-tso_Latn	11.92	35.01	1.027
hne_Deva-ltg_Latn	24.85	43.71	1.014
mni_Beng-crh_Latn	14.46	34.17	0.992
bos_Latn-por_Latn	38.02	57.48	0.996
mos_Latn-hne_Deva	9.07	22.49	0.978
snd_Arab-ltg_Latn	22.61	41.13	1.007
sun_Latn-eus_Latn	21.80	44.01	0.941
jav_Latn-glg_Latn	27.52	48.96	0.952
fur_Latn-uzn_Latn	24.15	45.13	0.997
taq_Latn-swh_Latn	11.20	31.87	0.953
kon_Latn-mag_Deva	15.88	32.07	0.921
pan_Guru-lvs_Latn	25.45	46.45	0.977
hin_Deva-bos_Latn	28.13	48.63	0.954
eng_Latn-gla_Latn	29.92	51.29	0.988
acm_Arab-bam_Latn	5.65	26.88	1.065
run_Latn-nld_Latn	19.60	40.76	0.988
kmb_Latn-hun_Latn	10.73	27.11	0.950
kea_Latn-ydd_Hebr	16.34	35.26	1.005
tel_Telu-hin_Deva	30.70	48.50	0.934
yor_Latn-kin_Latn	14.62	36.64	0.943
heb_Hebr-afr_Latn	32.40	54.97	0.978
azb_Arab-dyu_Latn	1.36	16.95	1.055
sot_Latn-tel_Telu	26.99	41.87	0.967
wol_Latn-gle_Latn	15.82	34.69	0.994
smo_Latn-ban_Latn	12.92	36.54	1.007
gaz_Latn-bjn_Latn	10.89	34.72	1.062
hin_Deva-awa_Deva	22.19	40.89	0.987
hrv_Latn-som_Latn	13.77	38.08	0.968
gaz_Latn-ibo_Latn	12.75	32.52	0.909
ace_Latn-yor_Latn	10.44	23.73	1.044
zsm_Latn-tum_Latn	11.60	33.38	0.786
bos_Latn-sag_Latn	9.12	34.33	0.972
ars_Arab-hau_Latn	21.19	47.10	1.018
nob_Latn-tso_Latn	19.83	44.51	1.013
tat_Cyrl-sna_Latn	13.25	37.22	0.905
ceb_Latn-tum_Latn	12.83	34.65	0.825
zho_Hans-bem_Latn	7.69	31.24	0.983
fuv_Latn-twi_Latn	6.76	25.92	1.032
urd_Arab-sot_Latn	15.09	40.55	0.939
jpn_Jpan-lmo_Latn	5.69	26.83	0.864
ceb_Latn-sag_Latn	9.94	35.05	1.007
nno_Latn-hin_Deva	27.37	45.85	0.937
fur_Latn-dik_Latn	4.15	22.28	1.455
hau_Latn-ibo_Latn	15.46	35.42	0.971
bos_Latn-tum_Latn	11.45	33.55	0.787
nus_Latn-nso_Latn	12.36	34.80	1.006
zsm_Latn-sag_Latn	9.79	34.49	0.939
epo_Latn-mlt_Latn	40.73	55.19	0.973
khk_Cyrl-zho_Hans	18.26	16.89	0.842
tam_Taml-kin_Latn	18.44	42.07	0.983
ind_Latn-ary_Arab	18.13	34.18	0.965
oci_Latn-umb_Latn	4.30	28.26	0.990
bod_Tibt-ben_Beng	12.41	26.68	0.989
asm_Beng-pes_Arab	22.45	39.80	0.968
som_Latn-tgk_Cyrl	21.13	38.63	0.921
epo_Latn-smo_Latn	23.35	47.06	0.949
hau_Latn-bjn_Latn	15.43	40.54	0.960
tsn_Latn-ars_Arab	15.12	28.69	0.912
ell_Grek-isl_Latn	25.64	43.03	1.001
yue_Hant-ars_Arab	19.01	34.85	0.874
bel_Cyrl-tel_Telu	21.91	37.17	0.952
ceb_Latn-por_Latn	38.29	56.43	0.991
slk_Latn-umb_Latn	3.13	24.85	0.827
run_Latn-jav_Latn	15.44	39.19	0.942
apc_Arab-hye_Armn	30.23	45.39	0.939
lij_Latn-sat_Beng	13.61	22.25	0.881
ukr_Cyrl-kas_Deva	3.17	14.37	0.768
tpi_Latn-taq_Latn	3.63	19.74	1.034
zsm_Latn-por_Latn	38.47	57.19	0.980
mya_Mymr-kbp_Latn	6.07	22.02	0.996
ban_Latn-isl_Latn	24.04	40.85	0.991
gla_Latn-dyu_Latn	2.17	18.05	1.137
dik_Latn-apc_Arab	8.28	21.06	0.874
aeb_Arab-spa_Latn	23.27	45.78	0.925
nso_Latn-tel_Telu	24.11	39.33	0.928
bem_Latn-glg_Latn	21.50	41.83	0.953
amh_Ethi-ayr_Latn	6.60	29.39	1.046
azj_Latn-fuv_Latn	3.16	20.98	1.162
arb_Arab-kin_Latn	21.46	45.58	1.009
glg_Latn-urd_Arab	23.93	42.59	0.987
dik_Latn-gaz_Latn	4.32	23.40	0.974
kir_Cyrl-tgl_Latn	19.48	45.01	0.895
dik_Latn-nso_Latn	9.61	29.63	0.949
heb_Hebr-ces_Latn	32.93	49.81	0.962
apc_Arab-slv_Latn	28.08	48.44	0.973
ron_Latn-arb_Arab	34.04	48.91	0.965
ibo_Latn-lin_Latn	15.16	40.86	0.969
prs_Arab-gla_Latn	22.01	44.45	0.983
pap_Latn-min_Latn	22.54	46.95	0.988
ckb_Arab-acm_Arab	16.44	33.20	1.127
lij_Latn-dik_Latn	4.10	22.03	1.444
lin_Latn-twi_Latn	11.65	33.67	0.973
pap_Latn-fao_Latn	24.84	44.38	1.006
apc_Arab-fra_Latn	37.82	57.42	0.980
lim_Latn-taq_Latn	4.08	21.18	0.963
kon_Latn-kor_Hang	9.94	18.12	1.023
ell_Grek-dzo_Tibt	10.74	32.42	0.998
acm_Arab-vec_Latn	17.73	41.97	1.020
kas_Arab-eng_Latn	33.26	57.13	1.107
kmr_Latn-nus_Latn	10.60	24.76	1.149
kac_Latn-gla_Latn	11.43	33.93	1.123
acm_Arab-rus_Cyrl	30.26	47.92	1.003
mni_Beng-plt_Latn	14.38	40.58	1.056
ban_Latn-dzo_Tibt	8.93	30.06	0.962
sag_Latn-kas_Arab	7.27	17.81	0.960
fon_Latn-hin_Deva	10.65	25.05	0.884
fur_Latn-sat_Beng	13.58	22.06	0.879
yue_Hant-tsn_Latn	16.50	40.24	0.942
ssw_Latn-fij_Latn	16.76	39.64	0.844
hne_Deva-pap_Latn	29.17	50.50	0.958
nus_Latn-gaz_Latn	5.59	27.40	1.048
bug_Latn-fur_Latn	15.43	34.13	0.921
cat_Latn-vie_Latn	37.58	55.29	0.986
snd_Arab-pap_Latn	26.54	47.98	0.959
gla_Latn-tpi_Latn	14.51	38.83	0.802
nus_Latn-apc_Arab	10.07	24.68	0.944
grn_Latn-swh_Latn	19.66	42.41	0.935
acm_Arab-lij_Latn	22.61	41.47	1.035
tgk_Cyrl-ceb_Latn	24.42	49.04	0.968
hne_Deva-ita_Latn	28.76	50.10	0.941
hrv_Latn-quy_Latn	4.92	26.10	0.928
szl_Latn-fuv_Latn	3.49	20.93	1.141
acq_Arab-sin_Sinh	29.26	37.86	0.942
epo_Latn-cjk_Latn	3.24	23.52	0.962
kam_Latn-nya_Latn	5.74	26.35	0.875
snd_Arab-ita_Latn	26.33	48.03	0.951
kan_Knda-swh_Latn	25.06	48.40	0.965
srp_Cyrl-bem_Latn	9.35	33.70	0.923
spa_Latn-prs_Arab	21.42	42.78	1.052
tso_Latn-aka_Latn	9.27	31.29	0.885
ell_Grek-cat_Latn	34.06	53.44	1.006
lij_Latn-uzn_Latn	23.93	45.00	0.997
hat_Latn-kin_Latn	19.34	42.38	0.983
som_Latn-lua_Latn	8.08	32.62	1.046
zho_Hant-ast_Latn	8.03	27.97	1.143
tha_Thai-amh_Ethi	20.64	29.04	1.021
mni_Beng-asm_Beng	15.86	28.87	1.000
ssw_Latn-mkd_Cyrl	20.40	39.81	0.892
kon_Latn-ukr_Cyrl	15.32	31.78	0.895
lao_Laoo-hrv_Latn	25.38	45.95	0.987
ban_Latn-cat_Latn	29.73	49.27	0.980
srd_Latn-pan_Guru	27.46	41.37	0.939
azb_Arab-tpi_Latn	9.42	33.44	0.792
lus_Latn-slv_Latn	14.83	34.18	0.965
ssw_Latn-mos_Latn	4.14	19.44	0.864
kea_Latn-xho_Latn	18.45	41.62	1.044
hun_Latn-tam_Taml	27.08	45.16	0.982
fra_Latn-tha_Thai	31.94	39.31	0.905
ars_Arab-swe_Latn	33.98	54.35	1.012
knc_Latn-amh_Ethi	10.59	18.09	1.069
kon_Latn-deu_Latn	16.44	35.87	0.876
vie_Latn-yue_Hant	12.39	15.18	0.837
lus_Latn-fra_Latn	17.03	34.16	0.948
ace_Latn-mri_Latn	15.19	37.30	0.971
kor_Hang-taq_Latn	3.01	19.58	0.982
lao_Laoo-pbt_Arab	16.62	33.18	1.016
vec_Latn-tuk_Latn	18.20	37.61	0.931
kam_Latn-oci_Latn	10.35	26.82	0.780
sat_Beng-kea_Latn	5.60	22.62	0.868
ory_Orya-min_Latn	18.72	43.51	0.965
ilo_Latn-kea_Latn	12.22	31.10	0.875
mos_Latn-lua_Latn	4.75	26.95	1.079
ayr_Latn-tuk_Latn	6.82	22.53	0.915
quy_Latn-nld_Latn	11.71	31.59	1.010
tzm_Tfng-ace_Latn	4.90	26.27	0.995
scn_Latn-hye_Armn	30.54	44.77	0.938
mlt_Latn-srd_Latn	32.94	54.54	1.036
yue_Hant-arb_Arab	23.96	40.14	0.906
tsn_Latn-arb_Arab	22.43	37.66	0.921
ceb_Latn-mag_Deva	27.24	46.16	0.985
por_Latn-fij_Latn	20.92	45.18	0.968
arb_Arab-gla_Latn	23.44	46.13	1.024
cym_Latn-ace_Latn	10.60	35.21	0.952
awa_Deva-tha_Thai	30.85	37.59	0.904
ces_Latn-npi_Deva	22.17	39.51	0.975
fon_Latn-eng_Latn	11.48	32.86	1.230
zsm_Latn-mag_Deva	28.22	47.53	0.978
ory_Orya-fao_Latn	20.34	40.17	0.985
nya_Latn-run_Latn	14.65	36.48	1.024
umb_Latn-kaz_Cyrl	9.59	24.91	0.883
kat_Geor-kaz_Cyrl	24.62	43.54	1.000
ewe_Latn-ltz_Latn	13.29	31.82	0.937
bjn_Latn-fij_Latn	19.38	43.66	0.969
kas_Arab-hin_Deva	26.87	45.41	0.938
fao_Latn-lus_Latn	11.25	33.67	1.063
dik_Latn-lij_Latn	8.78	22.42	1.005
uig_Arab-slk_Latn	20.77	39.89	0.931
tgk_Cyrl-afr_Latn	26.53	49.63	0.982
fao_Latn-hat_Latn	19.81	41.46	1.002
tso_Latn-azb_Arab	4.07	19.87	0.993
