direction	spBLEU	chrF++	len_ratio
twi_Latn-tat_Cyrl	16.54	33.36	0.963
hin_Deva-kea_Latn	14.47	35.67	0.887
cjk_Latn-mar_Deva	7.49	20.23	0.902
por_Latn-oci_Latn	35.98	55.11	0.953
kik_Latn-sin_Sinh	11.79	19.46	0.720
ita_Latn-tam_Taml	27.32	45.77	0.991
pes_Arab-mal_Mlym	29.57	44.52	0.985
wol_Latn-hin_Deva	15.25	30.78	0.918
kon_Latn-luo_Latn	8.98	31.11	0.936
tam_Taml-tso_Latn	16.41	43.24	1.145
pes_Arab-tel_Telu	29.06	45.14	0.973
arb_Arab-tso_Latn	18.96	45.45	1.079
bul_Cyrl-cjk_Latn	2.90	23.22	0.978
wol_Latn-eng_Latn	18.52	40.35	1.174
zho_Hans-kon_Latn	14.03	40.27	1.029
yor_Latn-tso_Latn	14.62	38.00	1.054
isl_Latn-ewe_Latn	13.18	34.69	1.009
run_Latn-afr_Latn	19.84	41.84	0.966
ace_Latn-jpn_Jpan	12.64	18.18	0.979
tam_Taml-vie_Latn	31.33	50.23	0.988
vie_Latn-ayr_Latn	6.82	30.06	1.117
arb_Arab-vie_Latn	35.45	54.22	1.012
luo_Latn-urd_Arab	11.29	25.98	0.899
fuv_Latn-bul_Cyrl	11.88	29.42	1.036
fuv_Latn-wol_Latn	4.25	21.30	1.239
yor_Latn-vie_Latn	21.72	39.66	0.938
eus_Latn-nso_Latn	17.97	42.87	1.022
kea_Latn-oci_Latn	32.57	52.00	0.958
hau_Latn-mar_Deva	17.51	34.55	0.934
cjk_Latn-ita_Latn	9.81	27.48	0.943
eus_Latn-rus_Cyrl	28.66	45.72	0.966
ace_Latn-bel_Cyrl	16.55	31.43	0.879
kor_Hang-kik_Latn	8.69	29.67	0.943
kor_Hang-snd_Arab	18.86	35.53	1.035
swh_Latn-zho_Hans	19.57	18.25	0.778
urd_Arab-fuv_Latn	3.50	21.29	1.097
eus_Latn-ast_Latn	24.10	47.27	1.004
mal_Mlym-fra_Latn	35.18	54.77	1.049
snd_Arab-fuv_Latn	3.25	21.00	1.162
lvs_Latn-wol_Latn	6.28	26.31	1.147
fra_Latn-cjk_Latn	3.52	24.03	0.967
zho_Hans-lin_Latn	15.27	42.98	1.055
lvs_Latn-bul_Cyrl	36.92	54.96	1.008
lin_Latn-ewe_Latn	12.82	33.84	0.947
wol_Latn-afr_Latn	15.20	35.95	0.959
run_Latn-eng_Latn	21.79	47.33	1.284
mar_Deva-fuv_Latn	4.02	21.99	1.086
jpn_Jpan-sin_Sinh	24.23	32.56	0.828
run_Latn-hin_Deva	19.61	36.51	0.902
por_Latn-zho_Hans	21.27	19.45	0.769
afr_Latn-fon_Latn	5.04	19.80	1.104
twi_Latn-urd_Arab	15.30	31.64	0.936
ace_Latn-fin_Latn	17.93	38.24	0.959
rus_Cyrl-ace_Latn	8.21	32.57	0.945
zho_Hans-yue_Hant	18.12	17.62	0.884
ace_Latn-swh_Latn	22.13	44.04	0.932
fra_Latn-lvs_Latn	28.94	49.41	0.980
ewe_Latn-sin_Sinh	13.72	23.13	0.701
oci_Latn-arb_Arab	37.13	51.58	0.986
bul_Cyrl-isl_Latn	25.26	43.44	1.021
hin_Deva-por_Latn	34.90	54.59	0.978
luo_Latn-tat_Cyrl	13.55	29.70	0.915
kea_Latn-zho_Hans	24.30	21.21	0.884
fuv_Latn-ewe_Latn	7.06	26.24	1.027
isl_Latn-wol_Latn	6.84	26.13	1.144
isl_Latn-bul_Cyrl	31.69	49.59	0.970
ayr_Latn-nso_Latn	8.74	29.17	0.925
ayr_Latn-rus_Cyrl	11.07	25.69	0.935
ast_Latn-fra_Latn	42.40	59.36	0.966
oci_Latn-tsn_Latn	23.43	46.45	0.986
ita_Latn-run_Latn	16.31	39.64	1.062
hin_Deva-kor_Hang	22.14	30.34	0.963
tir_Ethi-ast_Latn	14.66	36.49	1.012
fra_Latn-hin_Deva	30.34	48.07	0.953
tam_Taml-fon_Latn	4.53	19.15	1.104
twi_Latn-tsn_Latn	15.32	38.38	0.954
ewe_Latn-mar_Deva	11.63	27.19	0.843
arb_Arab-fon_Latn	4.89	19.96	1.072
kea_Latn-ast_Latn	26.80	50.07	1.026
yor_Latn-fon_Latn	4.29	17.54	1.081
oci_Latn-twi_Latn	11.61	34.46	1.088
twi_Latn-arb_Arab	19.58	34.77	0.918
tir_Ethi-zho_Hans	17.69	15.75	0.866
fra_Latn-eng_Latn	43.12	66.32	1.151
ita_Latn-fuv_Latn	4.19	22.31	1.107
bul_Cyrl-afr_Latn	30.83	53.76	0.974
ace_Latn-ayr_Latn	5.60	28.01	1.133
pes_Arab-ace_Latn	7.88	32.44	0.920
vie_Latn-jpn_Jpan	15.50	22.55	0.971
mal_Mlym-kin_Latn	18.99	42.69	0.993
jpn_Jpan-ita_Latn	24.39	45.86	0.942
run_Latn-cjk_Latn	3.10	22.74	0.949
bel_Cyrl-snd_Arab	15.76	33.25	1.079
bel_Cyrl-kik_Latn	8.88	30.98	0.952
fon_Latn-cym_Latn	13.23	29.46	0.983
nso_Latn-snd_Arab	20.45	36.28	1.006
nso_Latn-kik_Latn	11.63	32.47	0.895
vie_Latn-bel_Cyrl	21.99	37.50	0.917
mar_Deva-run_Latn	15.03	37.65	1.012
ewe_Latn-ita_Latn	14.96	34.21	0.883
kin_Latn-wol_Latn	7.38	26.98	1.123
oci_Latn-urd_Arab	25.19	44.87	1.018
kin_Latn-bul_Cyrl	28.91	47.11	0.976
tat_Cyrl-luo_Latn	9.74	32.93	0.955
ast_Latn-kin_Latn	21.75	44.79	0.946
tel_Telu-cym_Latn	37.04	53.49	0.986
por_Latn-ast_Latn	30.54	53.58	1.019
tsn_Latn-ewe_Latn	13.66	34.64	0.997
yue_Hant-ewe_Latn	11.82	33.14	0.973
wol_Latn-isl_Latn	14.39	31.01	1.000
urd_Arab-run_Latn	15.06	37.41	0.999
run_Latn-lvs_Latn	17.68	37.85	0.972
eng_Latn-fon_Latn	6.32	22.06	1.067
eus_Latn-zho_Hans	18.83	17.45	0.771
jpn_Jpan-mar_Deva	18.79	36.26	0.943
swh_Latn-ast_Latn	24.70	47.25	1.002
ayr_Latn-oci_Latn	9.94	26.06	0.835
hin_Deva-eus_Latn	21.80	44.09	0.945
snd_Arab-run_Latn	15.44	38.10	1.021
tel_Telu-tir_Ethi	14.82	22.91	1.012
swh_Latn-nso_Latn	21.38	46.14	1.021
hin_Deva-hau_Latn	22.82	46.70	0.989
swh_Latn-rus_Cyrl	30.57	47.26	0.967
ast_Latn-pes_Arab	27.12	43.95	0.958
kik_Latn-mar_Deva	12.48	28.10	0.906
vie_Latn-swh_Latn	27.05	50.26	0.983
wol_Latn-lvs_Latn	12.55	31.07	0.952
run_Latn-isl_Latn	19.73	36.77	0.997
tir_Ethi-oci_Latn	17.69	37.53	0.916
por_Latn-rus_Cyrl	36.51	52.71	0.980
rus_Cyrl-mal_Mlym	28.04	43.01	0.970
rus_Cyrl-tel_Telu	28.50	44.10	0.963
hau_Latn-sin_Sinh	21.44	30.66	0.821
por_Latn-nso_Latn	21.43	46.55	1.034
kin_Latn-ewe_Latn	13.65	35.13	0.978
oci_Latn-tat_Cyrl	28.94	47.71	1.032
luo_Latn-arb_Arab	16.00	30.54	0.834
snd_Arab-tam_Taml	29.46	48.33	0.976
bul_Cyrl-hin_Deva	29.29	47.60	0.941
luo_Latn-tsn_Latn	13.56	35.85	0.857
fra_Latn-afr_Latn	33.07	55.20	1.000
wol_Latn-cjk_Latn	2.64	21.22	0.989
afr_Latn-vie_Latn	39.87	56.97	1.000
bul_Cyrl-eng_Latn	38.65	64.15	1.173
urd_Arab-tam_Taml	27.88	46.81	0.962
kik_Latn-ita_Latn	17.06	35.81	0.946
ayr_Latn-zho_Hans	9.41	10.00	0.824
cjk_Latn-sin_Sinh	7.99	15.90	0.671
afr_Latn-tso_Latn	22.57	48.03	1.052
zho_Hans-yor_Latn	10.60	24.72	1.136
eus_Latn-oci_Latn	25.60	46.00	0.939
kea_Latn-nso_Latn	22.07	45.93	1.015
yue_Hant-bul_Cyrl	29.43	47.99	0.974
tsn_Latn-bul_Cyrl	25.74	43.88	0.959
tsn_Latn-wol_Latn	7.25	26.61	1.143
yue_Hant-wol_Latn	5.66	24.72	1.162
mal_Mlym-pes_Arab	25.62	42.44	0.968
kea_Latn-rus_Cyrl	31.71	48.63	0.992
mar_Deva-tam_Taml	29.54	47.84	0.952
fon_Latn-tir_Ethi	6.96	13.85	0.965
vie_Latn-fin_Latn	26.23	46.51	0.987
ace_Latn-fon_Latn	4.82	18.41	1.131
afr_Latn-fin_Latn	31.49	52.12	1.026
isl_Latn-kea_Latn	11.14	30.07	0.851
vie_Latn-tso_Latn	19.56	45.14	1.068
kin_Latn-hau_Latn	19.67	42.84	0.980
cym_Latn-sin_Sinh	32.43	41.00	0.915
ita_Latn-ace_Latn	8.59	32.92	0.933
tam_Taml-ayr_Latn	5.78	29.48	1.197
kea_Latn-tir_Ethi	13.18	21.25	1.024
lin_Latn-por_Latn	26.20	44.96	0.954
fon_Latn-rus_Cyrl	11.64	27.08	0.949
arb_Arab-ayr_Latn	6.34	30.34	1.142
pes_Arab-fuv_Latn	3.62	21.70	1.080
mal_Mlym-yor_Latn	9.74	24.20	1.068
zho_Hans-pes_Arab	22.20	40.08	1.013
yor_Latn-ayr_Latn	5.50	27.78	1.163
rus_Cyrl-run_Latn	15.90	39.00	1.038
fon_Latn-nso_Latn	9.23	30.66	0.941
lin_Latn-kor_Hang	14.43	22.12	0.967
tso_Latn-lvs_Latn	19.32	38.98	0.971
kon_Latn-twi_Latn	8.81	29.70	0.924
swh_Latn-tir_Ethi	12.75	20.70	0.948
fuv_Latn-kor_Hang	8.72	13.95	1.031
eng_Latn-ayr_Latn	7.59	30.80	1.058
tel_Telu-nso_Latn	19.75	44.56	1.017
fin_Latn-isl_Latn	25.67	43.37	1.009
tsn_Latn-eus_Latn	17.72	39.06	0.976
yue_Hant-eus_Latn	18.10	40.15	0.916
tel_Telu-rus_Cyrl	30.10	46.83	0.998
ast_Latn-yor_Latn	11.89	25.51	1.041
fuv_Latn-por_Latn	12.21	30.10	1.018
hin_Deva-ewe_Latn	13.95	35.58	0.988
kik_Latn-snd_Arab	9.51	23.02	1.129
sin_Sinh-eng_Latn	22.33	54.48	1.722
afr_Latn-swh_Latn	30.75	53.77	0.979
por_Latn-tir_Ethi	15.24	23.71	1.013
tso_Latn-cjk_Latn	3.34	22.81	0.915
sin_Sinh-hin_Deva	27.13	45.41	0.933
lvs_Latn-kea_Latn	12.02	32.11	0.868
kon_Latn-urd_Arab	11.52	26.32	0.933
fuv_Latn-kea_Latn	4.77	19.79	0.794
rus_Cyrl-tam_Taml	26.58	45.62	0.963
jpn_Jpan-snd_Arab	18.12	34.66	1.034
jpn_Jpan-kik_Latn	6.55	24.93	0.858
twi_Latn-luo_Latn	10.17	32.06	0.974
bel_Cyrl-ita_Latn	22.32	44.71	0.976
nso_Latn-ita_Latn	25.30	45.14	0.927
swh_Latn-cym_Latn	39.74	55.65	0.981
kor_Hang-sin_Sinh	26.98	35.68	0.924
lvs_Latn-por_Latn	32.33	52.74	1.002
por_Latn-cym_Latn	45.08	60.42	0.991
tel_Telu-ast_Latn	22.47	45.76	1.024
sin_Sinh-afr_Latn	25.96	49.28	0.971
fin_Latn-lvs_Latn	26.21	47.11	0.972
tsn_Latn-hau_Latn	15.16	37.98	0.987
yue_Hant-hau_Latn	18.03	42.02	0.988
lvs_Latn-kor_Hang	20.33	28.68	0.972
isl_Latn-kor_Hang	17.35	25.89	0.990
afr_Latn-bel_Cyrl	24.79	40.06	0.903
tso_Latn-isl_Latn	21.35	38.51	0.977
mar_Deva-mal_Mlym	30.52	44.69	0.964
tat_Cyrl-arb_Arab	27.03	42.55	0.902
hin_Deva-bul_Cyrl	36.33	54.08	0.978
hin_Deva-wol_Latn	6.72	26.90	1.157
nso_Latn-mar_Deva	17.90	35.13	0.916
tat_Cyrl-tsn_Latn	16.77	40.51	0.921
bel_Cyrl-mar_Deva	16.19	33.52	0.956
fon_Latn-ast_Latn	9.37	28.10	0.981
afr_Latn-jpn_Jpan	17.04	24.12	0.968
isl_Latn-por_Latn	30.69	50.04	0.967
mar_Deva-tel_Telu	32.10	47.31	0.958
snd_Arab-tel_Telu	31.63	47.71	0.982
zho_Hans-kin_Latn	16.71	41.05	1.045
urd_Arab-mal_Mlym	30.43	44.87	0.957
kin_Latn-eus_Latn	18.46	40.13	0.958
kon_Latn-tat_Cyrl	13.66	30.18	0.917
urd_Arab-tel_Telu	30.36	46.18	0.963
ewe_Latn-snd_Arab	11.67	26.07	0.986
ewe_Latn-kik_Latn	8.05	27.95	0.852
lin_Latn-kea_Latn	10.84	29.18	0.831
kea_Latn-cym_Latn	41.23	56.58	0.996
snd_Arab-mal_Mlym	32.03	46.63	0.967
fin_Latn-cjk_Latn	2.95	22.90	0.977
eng_Latn-jpn_Jpan	18.71	27.37	1.042
tir_Ethi-cym_Latn	25.13	42.87	0.975
yue_Hant-kea_Latn	12.04	33.22	0.860
tsn_Latn-kea_Latn	9.53	27.40	0.838
nso_Latn-sin_Sinh	20.87	30.44	0.763
bel_Cyrl-sin_Sinh	22.30	31.34	0.854
mal_Mlym-yue_Hant	11.92	14.17	0.829
eng_Latn-bel_Cyrl	28.15	43.03	0.908
ayr_Latn-tir_Ethi	7.27	13.41	0.914
tat_Cyrl-twi_Latn	10.02	32.06	0.942
ast_Latn-lin_Latn	17.84	43.77	1.011
fon_Latn-zho_Hans	9.89	10.50	0.867
fuv_Latn-hau_Latn	8.42	30.44	1.188
kor_Hang-ita_Latn	24.66	46.01	0.936
tso_Latn-afr_Latn	22.12	44.02	0.963
lvs_Latn-eus_Latn	20.97	43.12	0.940
tel_Telu-zho_Hans	22.21	19.39	0.849
vie_Latn-fon_Latn	5.04	19.39	1.129
zho_Hans-fra_Latn	32.28	52.53	1.042
isl_Latn-eus_Latn	19.43	40.99	0.921
lin_Latn-hau_Latn	17.19	39.92	0.949
sin_Sinh-isl_Latn	20.75	39.10	1.041
ace_Latn-tso_Latn	16.38	39.44	1.016
mal_Mlym-lin_Latn	16.66	44.61	1.037
oci_Latn-luo_Latn	14.54	38.41	1.020
ace_Latn-vie_Latn	27.29	44.18	0.954
tat_Cyrl-urd_Arab	20.32	38.16	0.911
tam_Taml-jpn_Jpan	14.63	21.41	0.963
kin_Latn-kor_Hang	16.57	24.76	0.972
arb_Arab-jpn_Jpan	15.27	22.24	0.964
fin_Latn-hin_Deva	25.78	44.03	0.932
ita_Latn-tel_Telu	28.83	44.02	0.987
ast_Latn-yue_Hant	12.36	14.59	0.836
yor_Latn-jpn_Jpan	10.27	15.51	0.977
fin_Latn-eng_Latn	36.69	59.96	1.087
kor_Hang-mar_Deva	19.33	36.46	0.950
ita_Latn-mal_Mlym	27.77	42.70	1.008
yor_Latn-bel_Cyrl	14.55	29.50	0.858
pes_Arab-tam_Taml	27.90	46.88	0.982
tam_Taml-bel_Cyrl	20.96	36.36	0.889
eus_Latn-cym_Latn	32.95	50.11	0.990
arb_Arab-bel_Cyrl	24.31	39.67	0.914
kin_Latn-por_Latn	28.70	47.77	0.971
urd_Arab-ace_Latn	7.36	31.44	0.936
cym_Latn-ita_Latn	32.24	52.62	0.951
snd_Arab-ace_Latn	7.72	32.00	0.956
hau_Latn-snd_Arab	18.75	35.07	1.036
hau_Latn-kik_Latn	10.05	30.24	0.913
afr_Latn-ayr_Latn	7.02	30.69	1.109
mal_Mlym-kon_Latn	14.60	41.97	1.034
eus_Latn-tir_Ethi	13.85	21.94	1.009
kin_Latn-kea_Latn	12.67	31.62	0.866
sin_Sinh-lvs_Latn	22.26	43.13	0.934
mar_Deva-ace_Latn	7.82	32.25	0.900
lin_Latn-eus_Latn	17.65	38.98	0.922
isl_Latn-hau_Latn	17.66	40.93	0.977
eng_Latn-swh_Latn	36.21	58.09	0.974
yor_Latn-fin_Latn	15.12	35.34	0.972
fin_Latn-afr_Latn	27.48	50.77	0.984
arb_Arab-fin_Latn	27.61	48.57	1.012
fon_Latn-oci_Latn	10.26	27.15	0.893
tam_Taml-fin_Latn	22.31	44.37	1.058
yue_Hant-kor_Hang	19.00	27.12	0.951
tsn_Latn-kor_Hang	10.54	21.46	1.070
lvs_Latn-hau_Latn	18.98	43.34	0.987
cym_Latn-mar_Deva	24.85	43.21	0.972
kon_Latn-tsn_Latn	13.47	36.06	0.885
pes_Arab-run_Latn	15.80	38.84	1.034
fuv_Latn-eus_Latn	8.21	27.90	0.988
cjk_Latn-kik_Latn	5.23	24.25	0.918
cjk_Latn-snd_Arab	6.51	19.49	1.095
tel_Telu-oci_Latn	26.40	46.36	0.932
rus_Cyrl-fuv_Latn	3.60	21.42	1.088
kon_Latn-arb_Arab	16.92	31.29	0.855
arb_Arab-swh_Latn	28.28	52.34	0.980
tam_Taml-swh_Latn	24.43	48.69	0.967
yor_Latn-swh_Latn	17.75	40.44	0.924
eng_Latn-fin_Latn	37.64	56.22	0.986
tsn_Latn-por_Latn	26.22	44.85	0.967
yue_Hant-por_Latn	27.84	48.58	0.963
sin_Sinh-cjk_Latn	2.48	22.35	1.016
ast_Latn-kon_Latn	18.25	44.02	0.968
tso_Latn-hin_Deva	21.05	37.40	0.869
ayr_Latn-cym_Latn	13.06	28.26	1.001
tso_Latn-eng_Latn	29.64	52.03	1.117
snd_Arab-por_Latn	35.02	54.57	0.981
kea_Latn-fin_Latn	27.42	47.69	0.999
fon_Latn-vie_Latn	13.22	29.61	0.945
pes_Arab-ewe_Latn	13.67	35.43	0.996
vie_Latn-rus_Cyrl	30.49	47.54	1.006
urd_Arab-kor_Hang	20.08	28.30	0.963
vie_Latn-nso_Latn	20.06	44.97	1.037
urd_Arab-por_Latn	33.05	52.99	0.979
sin_Sinh-lin_Latn	14.97	43.18	1.047
kon_Latn-ita_Latn	17.43	36.42	0.897
ita_Latn-eus_Latn	24.39	46.24	1.000
eus_Latn-ayr_Latn	7.06	30.34	1.060
mal_Mlym-isl_Latn	24.09	42.35	1.035
snd_Arab-kor_Hang	20.03	28.16	0.982
mar_Deva-kor_Hang	20.98	29.09	0.967
afr_Latn-tir_Ethi	15.54	23.93	1.009
isl_Latn-mal_Mlym	23.07	37.96	0.967
cjk_Latn-luo_Latn	5.71	25.57	1.014
fon_Latn-tso_Latn	9.49	31.87	1.029
por_Latn-swh_Latn	30.45	53.23	0.980
mar_Deva-por_Latn	33.06	53.26	0.981
isl_Latn-tel_Telu	24.64	39.77	0.923
tel_Telu-tso_Latn	16.90	43.35	1.146
lvs_Latn-tel_Telu	27.28	42.73	0.953
tsn_Latn-ace_Latn	7.96	30.54	0.912
yue_Hant-ace_Latn	6.60	29.72	0.956
cym_Latn-arb_Arab	36.54	51.50	0.960
por_Latn-fin_Latn	31.63	51.36	0.999
lvs_Latn-mal_Mlym	25.80	40.73	0.976
cym_Latn-tsn_Latn	23.16	46.26	0.968
kon_Latn-mar_Deva	10.94	25.63	0.802
ace_Latn-zho_Hans	18.17	16.61	0.862
wol_Latn-kin_Latn	12.60	34.40	1.016
sin_Sinh-yue_Hant	12.10	14.04	0.827
swh_Latn-fin_Latn	25.93	46.62	0.984
ast_Latn-isl_Latn	28.31	45.09	0.985
hau_Latn-luo_Latn	12.17	35.23	0.966
kea_Latn-swh_Latn	28.10	50.70	0.976
run_Latn-pes_Arab	18.66	35.67	0.957
tir_Ethi-ayr_Latn	5.29	28.30	1.135
bul_Cyrl-fra_Latn	41.38	59.92	1.025
nso_Latn-tat_Cyrl	20.42	38.06	0.960
bel_Cyrl-tat_Cyrl	21.95	41.63	1.058
hin_Deva-fuv_Latn	4.28	22.36	1.073
tel_Telu-vie_Latn	33.71	52.16	0.983
fin_Latn-yor_Latn	7.11	22.83	1.180
pes_Arab-wol_Latn	6.60	26.51	1.129
pes_Arab-bul_Cyrl	36.45	54.29	1.004
por_Latn-jpn_Jpan	16.81	24.38	0.968
wol_Latn-pes_Arab	14.30	30.35	0.962
tat_Cyrl-sin_Sinh	22.67	31.72	0.758
por_Latn-bel_Cyrl	25.09	40.32	0.904
ast_Latn-lvs_Latn	26.80	47.36	0.925
oci_Latn-snd_Arab	22.87	40.61	1.066
oci_Latn-kik_Latn	8.56	28.58	1.071
fuv_Latn-mal_Mlym	11.29	25.13	1.039
run_Latn-kin_Latn	17.30	40.53	1.007
swh_Latn-bel_Cyrl	22.18	37.46	0.893
mal_Mlym-cjk_Latn	2.89	22.84	0.982
fuv_Latn-tel_Telu	11.64	25.55	1.015
bel_Cyrl-twi_Latn	9.12	32.24	1.028
swh_Latn-jpn_Jpan	11.12	21.88	1.081
nso_Latn-twi_Latn	13.25	35.65	0.976
lin_Latn-tel_Telu	19.80	34.67	0.869
urd_Arab-kea_Latn	13.62	35.18	0.901
kea_Latn-bel_Cyrl	23.05	38.35	0.921
ace_Latn-oci_Latn	19.85	38.38	0.909
ast_Latn-cjk_Latn	3.55	23.78	0.967
snd_Arab-kea_Latn	13.63	35.18	0.909
sin_Sinh-kon_Latn	13.21	40.91	1.029
lin_Latn-mal_Mlym	20.03	34.60	0.877
kea_Latn-jpn_Jpan	16.64	22.59	0.976
ita_Latn-hau_Latn	19.65	43.91	1.026
mal_Mlym-lvs_Latn	24.18	45.31	0.958
mar_Deva-kea_Latn	14.54	35.70	0.906
kor_Hang-tsn_Latn	17.53	41.69	0.990
kin_Latn-ace_Latn	8.22	31.08	0.904
tso_Latn-yor_Latn	5.94	20.50	1.068
vie_Latn-ast_Latn	23.26	46.72	1.031
afr_Latn-cym_Latn	47.24	62.14	0.989
bel_Cyrl-urd_Arab	17.50	35.65	1.002
kor_Hang-arb_Arab	26.96	42.48	0.956
nso_Latn-urd_Arab	19.63	36.88	0.937
ayr_Latn-fin_Latn	9.33	26.89	0.952
tat_Cyrl-ita_Latn	26.11	46.86	0.926
ewe_Latn-luo_Latn	8.97	30.66	0.923
run_Latn-fra_Latn	26.72	44.92	0.978
fin_Latn-lin_Latn	16.33	44.54	1.054
bul_Cyrl-pes_Arab	26.17	43.00	0.999
kor_Hang-twi_Latn	10.49	32.91	1.001
fra_Latn-kin_Latn	22.24	46.02	1.021
vie_Latn-zho_Hans	21.97	19.34	0.832
tel_Telu-fon_Latn	4.66	19.04	1.117
eng_Latn-cym_Latn	59.84	72.02	0.980
tsn_Latn-mal_Mlym	19.45	34.07	0.932
yue_Hant-mal_Mlym	24.24	39.09	0.938
mal_Mlym-eng_Latn	29.27	58.64	1.371
hin_Deva-tam_Taml	30.31	48.51	0.945
tir_Ethi-jpn_Jpan	11.35	17.01	0.995
mal_Mlym-hin_Deva	29.05	47.17	0.934
tir_Ethi-bel_Cyrl	17.19	32.44	0.874
lvs_Latn-ace_Latn	7.90	32.34	0.930
yue_Hant-tel_Telu	23.78	39.13	0.917
tsn_Latn-tel_Telu	20.65	34.86	0.912
tso_Latn-kon_Latn	14.13	41.00	0.955
arb_Arab-cym_Latn	40.35	56.99	1.004
bel_Cyrl-tsn_Latn	15.19	40.31	1.027
eus_Latn-bel_Cyrl	21.82	37.23	0.902
fin_Latn-yue_Hant	11.82	14.42	0.822
tam_Taml-cym_Latn	33.55	50.72	0.997
nso_Latn-tsn_Latn	21.37	44.29	0.943
tat_Cyrl-mar_Deva	18.41	35.78	0.892
yor_Latn-cym_Latn	22.93	39.72	0.951
ast_Latn-hin_Deva	27.55	45.51	0.928
isl_Latn-ace_Latn	7.87	31.17	0.894
ace_Latn-rus_Cyrl	22.79	39.22	0.971
nso_Latn-arb_Arab	26.55	41.83	0.922
ace_Latn-nso_Latn	17.92	40.57	1.002
mar_Deva-hau_Latn	21.02	45.22	0.995
bel_Cyrl-arb_Arab	23.04	38.99	0.968
kor_Hang-urd_Arab	20.50	38.57	0.962
ita_Latn-kea_Latn	17.45	39.72	0.951
ast_Latn-eng_Latn	45.06	64.45	1.029
eus_Latn-jpn_Jpan	14.21	20.54	0.904
sin_Sinh-yor_Latn	7.72	22.69	1.117
rus_Cyrl-wol_Latn	6.23	26.26	1.182
rus_Cyrl-bul_Cyrl	37.85	55.85	1.009
twi_Latn-snd_Arab	13.72	28.51	1.059
twi_Latn-kik_Latn	6.67	24.85	0.859
ayr_Latn-swh_Latn	10.01	29.81	0.869
snd_Arab-hau_Latn	22.12	46.34	1.025
cym_Latn-tat_Cyrl	28.76	46.58	0.993
jpn_Jpan-luo_Latn	9.47	32.35	0.942
urd_Arab-hau_Latn	21.04	45.20	1.002
urd_Arab-eus_Latn	21.39	43.96	0.950
tso_Latn-lin_Latn	15.77	41.64	0.982
eus_Latn-fin_Latn	24.50	44.53	0.946
kin_Latn-mal_Mlym	23.16	38.20	0.939
kon_Latn-sin_Sinh	12.07	20.71	0.633
ita_Latn-por_Latn	34.02	54.83	1.033
ita_Latn-kor_Hang	21.16	29.26	1.009
yor_Latn-tir_Ethi	10.07	17.44	0.955
vie_Latn-oci_Latn	26.31	46.19	0.957
snd_Arab-eus_Latn	21.85	44.21	0.992
hin_Deva-run_Latn	15.90	38.80	1.033
arb_Arab-tir_Ethi	14.65	23.26	1.016
tir_Ethi-swh_Latn	18.43	42.07	0.923
kik_Latn-luo_Latn	6.81	24.66	0.988
kea_Latn-ayr_Latn	6.31	29.44	1.119
tam_Taml-tir_Ethi	14.20	22.36	1.006
ast_Latn-afr_Latn	31.53	53.52	0.940
kin_Latn-tel_Telu	23.62	39.27	0.923
cym_Latn-twi_Latn	12.74	34.60	1.004
mar_Deva-eus_Latn	21.45	43.83	0.957
ace_Latn-ast_Latn	17.88	38.71	0.994
lin_Latn-ace_Latn	8.11	30.69	0.904
luo_Latn-snd_Arab	12.99	26.80	0.945
luo_Latn-kik_Latn	8.85	29.11	0.835
ayr_Latn-bel_Cyrl	8.60	22.09	0.816
fuv_Latn-ace_Latn	4.89	24.50	1.058
tso_Latn-yue_Hant	9.74	13.32	0.800
fin_Latn-kon_Latn	14.64	41.77	1.008
por_Latn-ayr_Latn	7.50	31.16	1.075
bul_Cyrl-kin_Latn	19.83	44.36	1.031
kor_Hang-tat_Cyrl	22.52	40.61	0.983
ayr_Latn-jpn_Jpan	7.19	11.20	1.013
fra_Latn-pes_Arab	28.51	44.68	0.989
cym_Latn-urd_Arab	25.21	44.28	0.999
mal_Mlym-afr_Latn	28.04	50.99	0.972
rus_Cyrl-ewe_Latn	13.17	34.83	0.988
eus_Latn-swh_Latn	24.62	48.13	0.959
tir_Ethi-fin_Latn	17.48	38.31	1.000
wol_Latn-fra_Latn	20.12	37.72	0.982
eng_Latn-tir_Ethi	17.37	25.64	1.017
swh_Latn-ayr_Latn	5.88	28.93	1.096
ewe_Latn-ast_Latn	13.05	33.32	0.946
zho_Hans-hau_Latn	17.76	42.88	1.055
pes_Arab-isl_Latn	25.71	43.62	1.016
lin_Latn-fra_Latn	28.58	46.35	0.990
kea_Latn-mar_Deva	21.97	39.78	0.957
hau_Latn-oci_Latn	22.32	41.68	0.943
por_Latn-ita_Latn	34.47	54.35	0.947
rus_Cyrl-afr_Latn	28.21	51.28	0.996
mal_Mlym-ewe_Latn	13.10	34.97	1.002
swh_Latn-ita_Latn	27.91	48.24	0.929
yor_Latn-tsn_Latn	15.07	37.61	0.898
arb_Arab-tsn_Latn	21.30	45.26	0.993
tir_Ethi-sin_Sinh	23.06	32.27	0.858
nso_Latn-cym_Latn	35.94	51.94	0.975
tam_Taml-tsn_Latn	18.56	42.87	0.963
twi_Latn-fon_Latn	4.98	19.82	1.037
fon_Latn-kik_Latn	5.29	23.36	0.924
fon_Latn-snd_Arab	7.83	21.47	1.024
afr_Latn-urd_Arab	26.01	44.55	0.968
bel_Cyrl-cym_Latn	25.22	44.85	1.038
